,candidate,cnpj,date,department,expense,partido,provider,sequential_id,value
123,ADRIANA RAMALHO,06.226.820/0001-82,2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,CENTER PAPEIS COMERCIAL LTDA.,250000004979.0,517.1
124,ADRIANA RAMALHO,13.038.410/0001-73,2017-04-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,MILTON DE ARAUJO GRAFICA E COPIADORA ME,250000004979.0,35.0
125,ADRIANA RAMALHO,02.558.157/0001-62,2017-04-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,PSDB,TELEFONICA BRASIL S/A,250000004979.0,95.7
126,ADRIANA RAMALHO,10.376.277/0001-77,2017-04-01,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),PSDB,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000004979.0,60.0
127,ADRIANA RAMALHO,66.970.229/0001-67,2017-04-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSDB,NEXTEL TELECOMUNICAÇÕES LTDA,250000004979.0,131.76
128,ADRIANA RAMALHO,61.699.179/0001-01,2017-05-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSDB,POSTO JENNER LTDA,250000004979.0,1190.0
129,ADRIANA RAMALHO,03.584.717/0001-16,2017-05-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSDB,J.L.E. GRÁFICA E EDITORA LTDA - EPP,250000004979.0,2150.0
130,ADRIANA RAMALHO,09.613.772/0001-73,2017-05-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSDB,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000004979.0,310.0
131,ADRIANA RAMALHO,15.287.788/0001-36,2017-05-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PSDB,ALEXSANDRO FERREIRA AUGUSTO,250000004979.0,4000.0
132,ADRIANA RAMALHO,10.376.277/0001-77,2017-05-01,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,PSDB,IRISARA COMÉRCIO E SERVIÇOS LTDA.,250000004979.0,350.0
133,ADRIANA RAMALHO,24.355.819/0001-30,2017-05-01,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,PSDB,REAL TIME CAPTION TRANSCRIÇÃO DE AUDIO & VIDEO LTDA ME,250000004979.0,2062.5
134,ADRIANA RAMALHO,50.176.288/0001-28,2017-05-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,1687.09
135,ADRIANA RAMALHO,50.176.288/0001-28,2017-05-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,2101.17
136,ADRIANA RAMALHO,12.713.356/0001-51,2017-05-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSDB,PJRS LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA,250000004979.0,1126.0
137,ADRIANA RAMALHO,06.226.820/0001-82,2017-05-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,CENTER PAPEIS COMERCIAL LTDA.,250000004979.0,2096.7
138,ADRIANA RAMALHO,43.283.811/0139-95,2017-05-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,KALUNGA COMÉRCIO INDUSTRIA GRÁFICA LTDA,250000004979.0,40.6
139,ADRIANA RAMALHO,02.558.157/0001-62,2017-05-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,PSDB,TELEFONICA BRASIL S/A,250000004979.0,95.7
140,ADRIANA RAMALHO,66.970.229/0001-67,2017-05-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSDB,NEXTEL TELECOMUNICAÇÕES LTDA,250000004979.0,153.24
141,ADRIANA RAMALHO,61.533.949/0001-41,2017-06-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSDB,S.A O ESTADO DE S. PAULO,250000004979.0,137.8
142,ADRIANA RAMALHO,61.699.179/0001-01,2017-06-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSDB,POSTO JENNER LTDA,250000004979.0,675.5
143,ADRIANA RAMALHO,03.584.717/0001-16,2017-06-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSDB,J.L.E. GRÁFICA E EDITORA LTDA - EPP,250000004979.0,3450.0
144,ADRIANA RAMALHO,09.613.772/0001-73,2017-06-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSDB,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000004979.0,60.0
145,ADRIANA RAMALHO,09.613.772/0001-73,2017-06-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSDB,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000004979.0,250.0
146,ADRIANA RAMALHO,15.287.788/0001-36,2017-06-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PSDB,ALEXSANDRO FERREIRA AUGUSTO,250000004979.0,4000.0
147,ADRIANA RAMALHO,07.373.241/0001-25,2017-06-01,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,PSDB,VIRGU'S COMUNICAÇÃO VISUAL E ADESIVOS LTDA,250000004979.0,1430.0
148,ADRIANA RAMALHO,50.176.288/0001-28,2017-06-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,1125.0
149,ADRIANA RAMALHO,50.176.288/0001-28,2017-06-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,2101.17
150,ADRIANA RAMALHO,12.713.356/0001-51,2017-06-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSDB,PJRS LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA,250000004979.0,1126.0
151,ADRIANA RAMALHO,06.226.820/0001-82,2017-06-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,CENTER PAPEIS COMERCIAL LTDA.,250000004979.0,2135.05
152,ADRIANA RAMALHO,02.558.157/0001-62,2017-06-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,PSDB,TELEFONICA BRASIL S/A,250000004979.0,95.7
153,ADRIANA RAMALHO,61.533.949/0001-41,2017-07-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSDB,S.A O ESTADO DE S. PAULO,250000004979.0,68.9
154,ADRIANA RAMALHO,61.699.179/0001-01,2017-07-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSDB,POSTO JENNER LTDA,250000004979.0,964.0
155,ADRIANA RAMALHO,09.613.772/0001-73,2017-07-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSDB,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000004979.0,60.0
156,ADRIANA RAMALHO,09.613.772/0001-73,2017-07-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSDB,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000004979.0,250.0
157,ADRIANA RAMALHO,15.287.788/0001-36,2017-07-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PSDB,ALEXSANDRO FERREIRA AUGUSTO,250000004979.0,4000.0
158,ADRIANA RAMALHO,50.176.288/0001-28,2017-07-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,523.21
159,ADRIANA RAMALHO,50.176.288/0001-28,2017-07-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,2101.17
160,ADRIANA RAMALHO,12.713.356/0001-51,2017-07-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSDB,PJRS LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA,250000004979.0,1126.0
161,ADRIANA RAMALHO,06.226.820/0001-82,2017-07-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,CENTER PAPEIS COMERCIAL LTDA.,250000004979.0,166.8
162,ADRIANA RAMALHO,13.038.410/0001-73,2017-07-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,MILTON DE ARAUJO GRAFICA E COPIADORA ME,250000004979.0,24.0
163,ADRIANA RAMALHO,02.558.157/0001-62,2017-07-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,PSDB,TELEFONICA BRASIL S/A,250000004979.0,95.7
164,ADRIANA RAMALHO,61.533.949/0001-41,2017-08-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSDB,S.A O ESTADO DE S. PAULO,250000004979.0,68.9
165,ADRIANA RAMALHO,61.699.179/0001-01,2017-08-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSDB,POSTO JENNER LTDA,250000004979.0,1142.0
166,ADRIANA RAMALHO,09.613.772/0001-73,2017-08-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSDB,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000004979.0,60.0
167,ADRIANA RAMALHO,09.613.772/0001-73,2017-08-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSDB,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000004979.0,250.0
168,ADRIANA RAMALHO,15.287.788/0001-36,2017-08-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PSDB,ALEXSANDRO FERREIRA AUGUSTO,250000004979.0,4000.0
169,ADRIANA RAMALHO,50.176.288/0001-28,2017-08-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,364.65
170,ADRIANA RAMALHO,50.176.288/0001-28,2017-08-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,2101.17
171,ADRIANA RAMALHO,12.713.356/0001-51,2017-08-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSDB,PJRS LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA,250000004979.0,1126.0
172,ADRIANA RAMALHO,06.226.820/0001-82,2017-08-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,CENTER PAPEIS COMERCIAL LTDA.,250000004979.0,1707.15
173,ADRIANA RAMALHO,02.558.157/0001-62,2017-08-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,PSDB,TELEFONICA BRASIL S/A,250000004979.0,95.41
174,ADRIANA RAMALHO,02.558.157/0001-62,2017-08-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSDB,TELEFONICA BRASIL S/A,250000004979.0,398.98
175,ADRIANA RAMALHO,61.533.949/0001-41,2017-09-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSDB,S.A O ESTADO DE S. PAULO,250000004979.0,68.9
176,ADRIANA RAMALHO,61.699.179/0001-01,2017-09-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSDB,POSTO JENNER LTDA,250000004979.0,1228.0
177,ADRIANA RAMALHO,03.584.717/0001-16,2017-09-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSDB,J.L.E. GRÁFICA E EDITORA LTDA - EPP,250000004979.0,3000.0
178,ADRIANA RAMALHO,09.613.772/0001-73,2017-09-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSDB,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000004979.0,250.0
179,ADRIANA RAMALHO,27.365.244/0001-24,2017-09-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSDB,MURYLLO ALEX RIBEIRO CARRICO,250000004979.0,500.0
180,ADRIANA RAMALHO,15.287.788/0001-36,2017-09-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PSDB,ALEXSANDRO FERREIRA AUGUSTO,250000004979.0,4000.0
181,ADRIANA RAMALHO,07.043.632/0001-81,2017-09-01,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,PSDB,NACIONAL CÓPIAS S/S LTDA - EPP,250000004979.0,54.0
182,ADRIANA RAMALHO,27.365.244/0001-24,2017-09-01,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,PSDB,MURYLLO ALEX RIBEIRO CARRICO,250000004979.0,500.0
183,ADRIANA RAMALHO,50.176.288/0001-28,2017-09-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,1056.76
184,ADRIANA RAMALHO,50.176.288/0001-28,2017-09-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,2101.17
185,ADRIANA RAMALHO,12.713.356/0001-51,2017-09-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSDB,PJRS LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA,250000004979.0,1126.0
186,ADRIANA RAMALHO,06.226.820/0001-82,2017-09-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,CENTER PAPEIS COMERCIAL LTDA.,250000004979.0,381.7
187,ADRIANA RAMALHO,02.558.157/0001-62,2017-09-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,PSDB,TELEFONICA BRASIL S/A,250000004979.0,95.7
188,ADRIANA RAMALHO,07.043.632/0001-81,2017-09-01,GABINETE DE VEREADOR,REPROGRAFIA (XEROX/ENCADERNAÇÃO),PSDB,NACIONAL CÓPIAS S/S LTDA - EPP,250000004979.0,16.0
189,ADRIANA RAMALHO,02.558.157/0001-62,2017-09-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSDB,TELEFONICA BRASIL S/A,250000004979.0,553.66
190,ADRIANA RAMALHO,61.533.949/0001-41,2017-10-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSDB,S.A O ESTADO DE S. PAULO,250000004979.0,68.9
191,ADRIANA RAMALHO,61.699.179/0001-01,2017-10-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSDB,POSTO JENNER LTDA,250000004979.0,1429.0
192,ADRIANA RAMALHO,13.058.505/0001-59,2017-10-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSDB,VISUAL ARTE COPIADORA EIRELLI - ME,250000004979.0,150.0
193,ADRIANA RAMALHO,60.507.100/0001-30,2017-10-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSDB,FUNDAÇÃO DORINA NOWILL PARA CEGOS,250000004979.0,445.0
194,ADRIANA RAMALHO,09.613.772/0001-73,2017-10-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSDB,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000004979.0,250.0
195,ADRIANA RAMALHO,27.365.244/0001-24,2017-10-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSDB,MURYLLO ALEX RIBEIRO CARRICO,250000004979.0,500.0
196,ADRIANA RAMALHO,15.287.788/0001-36,2017-10-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PSDB,ALEXSANDRO FERREIRA AUGUSTO,250000004979.0,4000.0
197,ADRIANA RAMALHO,27.365.244/0001-24,2017-10-01,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,PSDB,MURYLLO ALEX RIBEIRO CARRICO,250000004979.0,500.0
198,ADRIANA RAMALHO,50.176.288/0001-28,2017-10-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,1202.05
199,ADRIANA RAMALHO,50.176.288/0001-28,2017-10-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,2101.17
200,ADRIANA RAMALHO,12.713.356/0001-51,2017-10-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSDB,PJRS LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA,250000004979.0,1126.0
201,ADRIANA RAMALHO,06.226.820/0001-82,2017-10-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,CENTER PAPEIS COMERCIAL LTDA.,250000004979.0,396.95
202,ADRIANA RAMALHO,43.283.811/0177-10,2017-10-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,KALUNGA COM. E IND. GRÁFICA LTDA,250000004979.0,82.7
203,ADRIANA RAMALHO,02.558.157/0001-62,2017-10-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,PSDB,TELEFONICA BRASIL S/A,250000004979.0,95.62
204,ADRIANA RAMALHO,02.558.157/0001-62,2017-10-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSDB,TELEFONICA BRASIL S/A,250000004979.0,569.99
205,ADRIANA RAMALHO,61.533.949/0001-41,2017-11-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSDB,S.A O ESTADO DE S. PAULO,250000004979.0,68.9
206,ADRIANA RAMALHO,61.699.179/0001-01,2017-11-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSDB,POSTO JENNER LTDA,250000004979.0,1420.0
207,ADRIANA RAMALHO,13.058.505/0001-59,2017-11-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSDB,VISUAL ARTE COPIADORA EIRELLI - ME,250000004979.0,160.0
208,ADRIANA RAMALHO,09.613.772/0001-73,2017-11-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSDB,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000004979.0,250.0
209,ADRIANA RAMALHO,19.203.643/0001-60,2017-11-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSDB,CLAUDINEI BITMAN,250000004979.0,2000.0
210,ADRIANA RAMALHO,15.287.788/0001-36,2017-11-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PSDB,ALEXSANDRO FERREIRA AUGUSTO,250000004979.0,4000.0
211,ADRIANA RAMALHO,07.043.632/0001-81,2017-11-01,GABINETE DE VEREADOR,EVENTOS/SEMINARIOS,PSDB,NACIONAL CÓPIAS S/S LTDA - EPP,250000004979.0,22.0
212,ADRIANA RAMALHO,50.176.288/0001-28,2017-11-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,49.95
213,ADRIANA RAMALHO,50.176.288/0001-28,2017-11-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,2101.17
214,ADRIANA RAMALHO,12.713.356/0001-51,2017-11-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSDB,PJRS LOCAÇÃO E COMÉRCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA,250000004979.0,1126.0
215,ADRIANA RAMALHO,06.226.820/0001-82,2017-11-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,CENTER PAPEIS COMERCIAL LTDA.,250000004979.0,1209.6
216,ADRIANA RAMALHO,02.558.157/0001-62,2017-11-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,PSDB,TELEFONICA BRASIL S/A,250000004979.0,95.7
217,ADRIANA RAMALHO,02.558.157/0001-62,2017-11-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSDB,TELEFONICA BRASIL S/A,250000004979.0,571.98
218,ADRIANA RAMALHO,61.533.949/0001-41,2017-12-01,GABINETE DE VEREADOR,ASSINATURA DE JORNAIS E REVISTAS,PSDB,S.A O ESTADO DE S. PAULO,250000004979.0,68.9
219,ADRIANA RAMALHO,61.699.179/0001-01,2017-12-01,GABINETE DE VEREADOR,COMBUSTIVEL,PSDB,POSTO JENNER LTDA,250000004979.0,1000.0
220,ADRIANA RAMALHO,19.203.643/0001-60,2017-12-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PSDB,CLAUDINEI BITMAN,250000004979.0,2000.0
221,ADRIANA RAMALHO,08.779.025/0001-47,2017-12-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSDB,FERNANDO IGNACIO VIEIRA -ME,250000004979.0,7500.0
222,ADRIANA RAMALHO,09.613.772/0001-73,2017-12-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PSDB,CONDE e DELL ARINGA - DESENVOLVIMENTO DE SOFTWARES LTDA - EPP,250000004979.0,250.0
223,ADRIANA RAMALHO,15.287.788/0001-36,2017-12-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PSDB,ALEXSANDRO FERREIRA AUGUSTO,250000004979.0,4000.0
224,ADRIANA RAMALHO,50.176.288/0001-28,2017-12-01,GABINETE DE VEREADOR,INTERMEDIADO - CORREIOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,1733.63
225,ADRIANA RAMALHO,50.176.288/0001-28,2017-12-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PSDB,CAMARA MUNICIPAL DE SÃO PAULO,250000004979.0,2101.17
226,ADRIANA RAMALHO,07.071.575/0001-44,2017-12-01,GABINETE DE VEREADOR,LOCAÇÃO DE MOVEIS E EQUIPAMENTOS,PSDB,ALOC LOCAÇÃO E COMERCIO DE EQUIPAMENTOS DE INFORMÁTICA LTDA.,250000004979.0,1126.0
227,ADRIANA RAMALHO,06.226.820/0001-82,2017-12-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PSDB,CENTER PAPEIS COMERCIAL LTDA.,250000004979.0,177.25
228,ADRIANA RAMALHO,02.558.157/0001-62,2017-12-01,GABINETE DE VEREADOR,PROVEDOR DE INTERNET,PSDB,TELEFONICA BRASIL S/A,250000004979.0,195.3
229,ADRIANA RAMALHO,02.558.157/0001-62,2017-12-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PSDB,TELEFONICA BRASIL S/A,250000004979.0,615.21
230,ALESSANDRO GUEDES,05.468.615/0001-60,2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,PT,AUTO POSTO GRANERO LTDA.,250000022073.0,296.53
231,ALESSANDRO GUEDES,10.627.882/0001-73,2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,PT,AUTO POSTO ASTORGA LTDA ME,250000022073.0,150.0
232,ALESSANDRO GUEDES,11.415.145/0001-70,2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,PT,POSTO PASSARELA ARICANDUVA LTDA,250000022073.0,170.0
233,ALESSANDRO GUEDES,65.391.146/0001-50,2017-01-01,GABINETE DE VEREADOR,COMBUSTIVEL,PT,AQUARIUM AUTO POSTO LTDA,250000022073.0,150.0
234,ALESSANDRO GUEDES,67.002.329/0001-62,2017-01-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PT,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022073.0,4760.77
235,ALESSANDRO GUEDES,14.028.313/0001-62,2017-01-01,GABINETE DE VEREADOR,ELABORAÇÃO/MANUTENÇAO DE SITE/HOSPEDAGEM,PT,GABRIEL WILLIAM DIAS,250000022073.0,3000.0
236,ALESSANDRO GUEDES,50.176.288/0001-28,2017-01-01,GABINETE DE VEREADOR,INTERMEDIADO - LOCAÇÃO DE VEÍCULOS,PT,CAMARA MUNICIPAL DE SÃO PAULO,250000022073.0,1050.59
237,ALESSANDRO GUEDES,07.915.380/0001-33,2017-01-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PT,FMJ COMÉRCIO E ASSISTENCIA TÉCNICA EM COPIADORAS LTDA ME,250000022073.0,1781.82
238,ALESSANDRO GUEDES,25.321.968/0001-40,2017-01-01,GABINETE DE VEREADOR,MATERIAL DE ESCRITORIO E OUTROS MATERIAIS DE CONSUMO,PT,NOVA VIDA PAPELARIA E COLETOR DIGITAL LTDA ME,250000022073.0,1550.9
239,ALESSANDRO GUEDES,66.970.229/0001-67,2017-01-01,GABINETE DE VEREADOR,TELEFONE MOVEL,PT,NEXTEL TELECOMUNICAÇÕES LTDA,250000022073.0,218.82
240,ALESSANDRO GUEDES,05.468.615/0001-60,2017-02-01,GABINETE DE VEREADOR,COMBUSTIVEL,PT,AUTO POSTO GRANERO LTDA.,250000022073.0,1083.76
241,ALESSANDRO GUEDES,08.167.229/0001-27,2017-02-01,GABINETE DE VEREADOR,COMPOSIÇÃO/ARTE/DIAGRAMAÇÃO/PRODUÇÃO/IMPRESSAO GRAFICA,PT,ART IMPRESSA GRÁFICA E EDITORA LTDA ME,250000022073.0,1197.0
242,ALESSANDRO GUEDES,67.002.329/0001-62,2017-02-01,GABINETE DE VEREADOR,CONTRATAÇAO DE PESSOA JURIDICA,PT,WORK LINE SYSTEM INFORMÁTICA LTDA,250000022073.0,931.54
